id;nome;nivel;tipo;entregavel;disciplina;fase;revisao;zona;papel;duracao_dias;inicio_praticado;fim_praticado;pct_concluido;estado
T165;Emissao | GERAL | AP (3);AGRUPADOR;EMISSAO;;GERAL;AP;;;MULTI-DISCIPLINAS;61;220;280;0;NAO_INICIADA
T166;Emissao | ARI | AP | R01;ATIVIDADE;EMISSAO;E037;ARI;AP;R01;;PROJ-INT;20;253;272;0;NAO_INICIADA
T167;Emissao | PSG | AP | R01;ATIVIDADE;EMISSAO;E038;PSG;AP;R01;;PROJ-PSG;20;220;239;0;NAO_INICIADA
T168;Analise | ARI | AP;ATIVIDADE;ANALISE;E037;ARI;AP;;;ANL-PRODUTO;8;273;280;0;NAO_INICIADA
T169;Analise | ARI | AP (2);ATIVIDADE;ANALISE;E037;ARI;AP;;;PROJ-INT;10;273;282;0;NAO_INICIADA
T170;Emissao | GERAL | AP (4);ATIVIDADE;EMISSAO;;GERAL;AP;;;MULTI-DISCIPLINAS;5;286;290;0;NAO_INICIADA
T171;Emissao | LUM | AP | R00;ATIVIDADE;EMISSAO;E039;LUM;AP;R00;;PROJ-LUM;10;273;282;0;NAO_INICIADA
T172;Analise | LUM | AP;ATIVIDADE;ANALISE;E039;LUM;AP;;;ANL-PRODUTO;8;288;295;0;NAO_INICIADA
T173;Emissao | GERAL | AP (5);AGRUPADOR;EMISSAO;;GERAL;AP;;;MULTI-DISCIPLINAS;139;152;290;0;NAO_INICIADA
T174;Emissao | GERAL | AP | ZONA-1;AGRUPADOR;EMISSAO;;GERAL;AP;;ZONA-1;MULTI-DISCIPLINAS;15;152;166;0;NAO_INICIADA
T175;Emissao | ELE | AP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E040;ELE;AP;R01;ZONA-1;PROJ-ELE;10;152;161;0;NAO_INICIADA
T176;Emissao | AUT | AP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E041;AUT;AP;R01;ZONA-1;PROJ-AUT;10;152;161;0;NAO_INICIADA
T177;Emissao | HAC | AP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E042;HAC;AP;R01;ZONA-1;PROJ-HAC;10;152;161;0;NAO_INICIADA
T178;Emissao | GAS | AP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E043;GAS;AP;R01;ZONA-1;PROJ-GAS;10;152;161;0;NAO_INICIADA
T179;Emissao | HID | AP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E044;HID;AP;R01;ZONA-1;PROJ-HID;15;152;166;0;NAO_INICIADA
T180;Emissao | PCI | AP | R00 | ZONA-1;ATIVIDADE;EMISSAO;E045;PCI;AP;R00;ZONA-1;PROJ-PCI;10;152;161;0;NAO_INICIADA
T181;Emissao | CLI | AP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E046;CLI;AP;R01;ZONA-1;PROJ-CLI;15;152;166;0;NAO_INICIADA
T182;Emissao | VED | EP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E047;VED;EP;R01;ZONA-1;PROJ-VED;15;152;166;0;NAO_INICIADA
T183;Emissao | IMP | AP | R01 | ZONA-1;ATIVIDADE;EMISSAO;E048;IMP;AP;R01;ZONA-1;PROJ-IMP;10;152;161;0;NAO_INICIADA
T184;Analise | ELE | AP | ZONA-1;ATIVIDADE;ANALISE;E040;ELE;AP;;ZONA-1;ANL-PRODUTO;10;168;177;0;NAO_INICIADA
T185;Analise | ELE | AP | ZONA-1 (2);ATIVIDADE;ANALISE;E040;ELE;AP;;ZONA-1;ANL-ENGENHARIA;10;168;177;0;NAO_INICIADA
T186;Emissao | GERAL | AP | ZONA-2;AGRUPADOR;EMISSAO;;GERAL;AP;;ZONA-2;MULTI-DISCIPLINAS;15;177;191;0;NAO_INICIADA
T187;Emissao | ELE | AP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E049;ELE;AP;R00;ZONA-2;PROJ-ELE;10;177;186;0;NAO_INICIADA
T188;Emissao | AUT | AP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E050;AUT;AP;R00;ZONA-2;PROJ-AUT;10;177;186;0;NAO_INICIADA
T189;Emissao | HAC | AP | R01 | ZONA-2;ATIVIDADE;EMISSAO;E051;HAC;AP;R01;ZONA-2;PROJ-HAC;10;177;186;0;NAO_INICIADA
T190;Emissao | GAS | AP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E052;GAS;AP;R00;ZONA-2;PROJ-GAS;10;177;186;0;NAO_INICIADA
T191;Emissao | HID | AP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E053;HID;AP;R00;ZONA-2;PROJ-HID;15;177;191;0;NAO_INICIADA
T192;Emissao | PCI | AP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E054;PCI;AP;R00;ZONA-2;PROJ-PCI;10;177;186;0;NAO_INICIADA
T193;Emissao | CLI | AP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E055;CLI;AP;R00;ZONA-2;PROJ-CLI;15;177;191;0;NAO_INICIADA
T194;Emissao | VED | EP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E056;VED;EP;R00;ZONA-2;PROJ-VED;15;177;191;0;NAO_INICIADA
T195;Emissao | IMP | AP | R01 | ZONA-2;ATIVIDADE;EMISSAO;E057;IMP;AP;R01;ZONA-2;PROJ-IMP;10;177;186;0;NAO_INICIADA
T196;Analise | ELE | AP | ZONA-2;ATIVIDADE;ANALISE;E049;ELE;AP;;ZONA-2;PROJ-ELE;15;193;207;0;NAO_INICIADA
T197;Analise | ELE | AP | ZONA-2 (2);ATIVIDADE;ANALISE;E049;ELE;AP;;ZONA-2;PROJ-ELE;15;193;207;0;NAO_INICIADA
T198;Emissao | GERAL | AP | ZONA-3;AGRUPADOR;EMISSAO;;GERAL;AP;;ZONA-3;MULTI-DISCIPLINAS;15;198;212;0;NAO_INICIADA
T199;Emissao | ELE | AP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E058;ELE;AP;R00;ZONA-3;PROJ-ELE;10;198;207;0;NAO_INICIADA
T200;Emissao | AUT | AP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E059;AUT;AP;R00;ZONA-3;PROJ-AUT;10;198;207;0;NAO_INICIADA
T201;Emissao | HAC | AP | R01 | ZONA-3;ATIVIDADE;EMISSAO;E060;HAC;AP;R01;ZONA-3;PROJ-HAC;10;198;207;0;NAO_INICIADA
T202;Emissao | GAS | AP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E061;GAS;AP;R00;ZONA-3;PROJ-GAS;10;198;207;0;NAO_INICIADA
T203;Emissao | HID | AP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E062;HID;AP;R00;ZONA-3;PROJ-HID;15;198;212;0;NAO_INICIADA
T204;Emissao | PCI | AP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E063;PCI;AP;R00;ZONA-3;PROJ-PCI;10;198;207;0;NAO_INICIADA
T205;Emissao | CLI | AP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E064;CLI;AP;R00;ZONA-3;PROJ-CLI;15;198;212;0;NAO_INICIADA
T206;Emissao | VED | EP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E065;VED;EP;R00;ZONA-3;PROJ-VED;10;198;207;0;NAO_INICIADA
T207;Emissao | IMP | AP | R01 | ZONA-3;ATIVIDADE;EMISSAO;E066;IMP;AP;R01;ZONA-3;PROJ-IMP;10;198;207;0;NAO_INICIADA
T208;Analise | ARQ | AP | ZONA-3 (7);ATIVIDADE;ANALISE;E007;ARQ;AP;;ZONA-3;ANL-PRODUTO;15;214;228;0;NAO_INICIADA
T209;Analise | ARQ | AP | ZONA-3 (8);ATIVIDADE;ANALISE;E007;ARQ;AP;;ZONA-3;ANL-ENGENHARIA;15;214;228;0;NAO_INICIADA
T210;Emissao | GERAL | AP | ZONA-4;AGRUPADOR;EMISSAO;;GERAL;AP;;ZONA-4;MULTI-DISCIPLINAS;20;220;239;0;NAO_INICIADA
T211;Emissao | FUN | AP | R00 | ZONA-4 (2);ATIVIDADE;EMISSAO;E009;FUN;AP;R00;ZONA-4;"PROJ-FUN;PROJ-COM";20;220;239;0;NAO_INICIADA
T212;Emissao | ELE | AP | R00 | ZONA-4 (2);ATIVIDADE;EMISSAO;E011;ELE;AP;R00;ZONA-4;PROJ-ELE;15;220;234;0;NAO_INICIADA
T213;Emissao | AUT | AP | R00 | ZONA-4 (2);ATIVIDADE;EMISSAO;E017;AUT;AP;R00;ZONA-4;PROJ-AUT;15;220;234;0;NAO_INICIADA
T214;Emissao | GAS | AP | R00 | ZONA-4 (2);ATIVIDADE;EMISSAO;E012;GAS;AP;R00;ZONA-4;PROJ-GAS;10;220;229;0;NAO_INICIADA
T215;Emissao | HID | AP | R00 | ZONA-4 (2);ATIVIDADE;EMISSAO;E013;HID;AP;R00;ZONA-4;PROJ-HID;15;220;234;0;NAO_INICIADA
T216;Emissao | SMOP | AP | ZONA-4 (2);ATIVIDADE;EMISSAO;E014;SMOP;AP;;ZONA-4;PROJ-HID;10;220;229;0;NAO_INICIADA
T217;Emissao | PCI | AP | R00 | ZONA-4 (2);ATIVIDADE;EMISSAO;E015;PCI;AP;R00;ZONA-4;PROJ-PCI;15;220;234;0;NAO_INICIADA
T218;Emissao | CLI | AP | R00 | ZONA-4 (2);ATIVIDADE;EMISSAO;E016;CLI;AP;R00;ZONA-4;PROJ-CLI;15;220;234;0;NAO_INICIADA
T219;Emissao | VED | EP | R00 | ZONA-4;ATIVIDADE;EMISSAO;E067;VED;EP;R00;ZONA-4;PROJ-VED;15;220;234;0;NAO_INICIADA
T220;Emissao | IMP | AP | R01 | ZONA-4;ATIVIDADE;EMISSAO;E068;IMP;AP;R01;ZONA-4;PROJ-IMP;15;220;234;0;NAO_INICIADA
T221;Emissao | GERAL | AP | R00 | ZONA-4;ATIVIDADE;EMISSAO;;GERAL;AP;R00;ZONA-4;MULTI-DISCIPLINAS;10;220;229;0;NAO_INICIADA
T222;Analise | ARQ | AP | ZONA-4 (9);ATIVIDADE;ANALISE;E008;ARQ;AP;;ZONA-4;ANL-PRODUTO;15;250;264;0;NAO_INICIADA
T223;Analise | ARQ | AP | ZONA-4 (10);ATIVIDADE;ANALISE;E008;ARQ;AP;;ZONA-4;ANL-ENGENHARIA;15;250;264;0;NAO_INICIADA
T224;Analise | GERAL | AP | ZONA-4;ATIVIDADE;ANALISE;;GERAL;AP;;ZONA-4;ANL-ENGENHARIA;15;230;244;0;NAO_INICIADA
T225;Analise | FUN | AP;ATIVIDADE;ANALISE;E069;FUN;AP;;;ANL-ENGENHARIA;15;250;264;0;NAO_INICIADA
T226;Analise | ELE | AP | ZONA-4;ATIVIDADE;ANALISE;E011;ELE;AP;;ZONA-4;ANL-ENGENHARIA;15;235;249;0;NAO_INICIADA
T227;Emissao | GERAL | AP | R00;ATIVIDADE;EMISSAO;;GERAL;AP;R00;;CONS-04;10;255;264;0;NAO_INICIADA
T228;Emissao | EST | AP | R01;AGRUPADOR;EMISSAO;;EST;AP;R01;;PROJ-EST;89;168;256;0;NAO_INICIADA
T229;Emissao | EST | AP | R01 | ZONA-1 (2);ATIVIDADE;EMISSAO;E019;EST;AP;R01;ZONA-1;PROJ-EST;10;168;177;0;NAO_INICIADA
T230;Analise | EST | AP;ATIVIDADE;ANALISE;E070;EST;AP;;;ANL-COORD;5;178;182;0;NAO_INICIADA
T231;Emissao | EST | AP | R01 | ZONA-2 (2);ATIVIDADE;EMISSAO;E020;EST;AP;R01;ZONA-2;PROJ-EST;10;193;202;0;NAO_INICIADA
T232;Analise | EST | AP (2);ATIVIDADE;ANALISE;E070;EST;AP;;;ANL-COORD;5;203;207;0;NAO_INICIADA
T233;Emissao | EST | AP | R01 | ZONA-3 (2);ATIVIDADE;EMISSAO;E021;EST;AP;R01;ZONA-3;PROJ-EST;10;214;223;0;NAO_INICIADA
T234;Analise | EST | AP (3);ATIVIDADE;ANALISE;E070;EST;AP;;;ANL-COORD;5;225;229;0;NAO_INICIADA
T235;Emissao | EST | AP | R01 | ZONA-4 (2);ATIVIDADE;EMISSAO;E022;EST;AP;R01;ZONA-4;PROJ-EST;15;250;264;0;NAO_INICIADA
T236;Analise | EST | AP (4);ATIVIDADE;ANALISE;E070;EST;AP;;;ANL-COORD;5;265;269;0;NAO_INICIADA
T237;Emissao | CXO | AP | R00;AGRUPADOR;EMISSAO;;CXO;AP;R00;;PROJ-CXO;40;178;217;0;NAO_INICIADA
T238;Emissao | CXO | AP | R00 | ZONA-1;ATIVIDADE;EMISSAO;E071;CXO;AP;R00;ZONA-1;PROJ-CXO;30;178;207;0;NAO_INICIADA
T239;Emissao | CXO | AP | R00 | ZONA-2;ATIVIDADE;EMISSAO;E072;CXO;AP;R00;ZONA-2;PROJ-CXO;30;178;207;0;NAO_INICIADA
T240;Emissao | CXO | AP | R00 | ZONA-3;ATIVIDADE;EMISSAO;E073;CXO;AP;R00;ZONA-3;PROJ-CXO;30;178;207;0;NAO_INICIADA
T241;Analise | CXO | AP;ATIVIDADE;ANALISE;E074;CXO;AP;;;ANL-COORD;10;210;219;0;NAO_INICIADA
T242;Emissao | CXO | AP | R00 | ZONA-4;ATIVIDADE;EMISSAO;E075;CXO;AP;R00;ZONA-4;PROJ-CXO;30;178;207;0;NAO_INICIADA
T243;Analise | CXO | AP (2);ATIVIDADE;ANALISE;E074;CXO;AP;;;ANL-COORD;10;210;219;0;NAO_INICIADA
T244;Compatibilizacao | CLASH | AP;ATIVIDADE;COMPATIBILIZACAO;;CLASH;AP;;;ANL-ENGENHARIA;15;270;284;0;NAO_INICIADA
T245;Analise | CLASH | AP;ATIVIDADE;ANALISE;E076;CLASH;AP;;;ANL-PRODUTO;10;290;299;0;NAO_INICIADA
T246;Analise | CLASH | AP (2);ATIVIDADE;ANALISE;E076;CLASH;AP;;;ANL-ENGENHARIA;10;290;299;0;NAO_INICIADA
T247;Retrabalho | CLASH | AP;ATIVIDADE;RETRABALHO;;CLASH;AP;;;MULTI-DISCIPLINAS;10;300;309;0;NAO_INICIADA
T248;Consultoria | NBR | AP;ATIVIDADE;CONSULTORIA;;NBR;AP;;;CONS-NORMA;15;250;264;0;NAO_INICIADA
T249;Consultoria | NBR | AP (2);ATIVIDADE;CONSULTORIA;;NBR;AP;;;CONS-NORMA;15;250;264;0;NAO_INICIADA
T250;Analise | CTV | AP;ATIVIDADE;ANALISE;E077;CTV;AP;;;CONS-AMBIENTAL;15;250;264;0;NAO_INICIADA
T251;Analise | CTV | AP (2);ATIVIDADE;ANALISE;E077;CTV;AP;;;CONS-AMBIENTAL;15;288;302;0;NAO_INICIADA
T252;Emissao | ACU | AP | R00;ATIVIDADE;EMISSAO;E078;ACU;AP;R00;;PROJ-ACU;15;250;264;0;NAO_INICIADA
T253;Emissao | GERAL | AP (6);ATIVIDADE;EMISSAO;;GERAL;AP;;;ANL-PRODUTO;15;250;264;0;NAO_INICIADA
T254;Compatibilizacao | ARQ | AP | R01;AGRUPADOR;COMPATIBILIZACAO;;ARQ;AP;R01;;PROJ-ARQ;75;207;281;0;NAO_INICIADA
T255;Emissao | ARQ | AP | ZONA-1 (3);ATIVIDADE;EMISSAO;E005;ARQ;AP;;ZONA-1;PROJ-ARQ;20;207;226;0;NAO_INICIADA
T256;Emissao | ARQ | AP | ZONA-2 (3);ATIVIDADE;EMISSAO;E006;ARQ;AP;;ZONA-2;PROJ-ARQ;20;228;247;0;NAO_INICIADA
T257;Emissao | ARQ | AP | ZONA-3 (3);ATIVIDADE;EMISSAO;E007;ARQ;AP;;ZONA-3;PROJ-ARQ;20;258;277;0;NAO_INICIADA
T258;Emissao | ARQ | AP | ZONA-4 (14);ATIVIDADE;EMISSAO;E008;ARQ;AP;;ZONA-4;PROJ-ARQ;15;283;297;0;NAO_INICIADA
T259;Analise | ARQ | AP | R00 | ZONA-1;ATIVIDADE;ANALISE;E005;ARQ;AP;R00;ZONA-1;PROJ-ARQ;10;228;237;0;NAO_INICIADA
T260;Analise | ARQ | AP | R00 | ZONA-2;ATIVIDADE;ANALISE;E006;ARQ;AP;R00;ZONA-2;PROJ-ARQ;10;258;267;0;NAO_INICIADA
T261;Analise | ARQ | AP | ZONA-4 (11);ATIVIDADE;ANALISE;E008;ARQ;AP;;ZONA-4;PROJ-ARQ;10;298;307;0;NAO_INICIADA
T262;Analise | ARQ | AP | R00 | ZONA-3;ATIVIDADE;ANALISE;E007;ARQ;AP;R00;ZONA-3;PROJ-ARQ;10;283;292;0;NAO_INICIADA
T263;Consultoria | ARQ | AP;ATIVIDADE;CONSULTORIA;;ARQ;AP;;;PROJ-ARQ;10;228;237;0;NAO_INICIADA
T264;Consultoria | ARQ | AP (2);ATIVIDADE;CONSULTORIA;;ARQ;AP;;;PROJ-ARQ;10;258;267;0;NAO_INICIADA
T265;Consultoria | ARQ | AP (3);ATIVIDADE;CONSULTORIA;;ARQ;AP;;;PROJ-ARQ;10;298;307;0;NAO_INICIADA
T266;Consultoria | ARQ | AP (4);ATIVIDADE;CONSULTORIA;;ARQ;AP;;;PROJ-ARQ;10;283;292;0;NAO_INICIADA
T267;Emissao | GERAL | GERAL (6);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;65;228;292;0;NAO_INICIADA
T268;Analise | ARQ | AP | ZONA-1 (7);ATIVIDADE;ANALISE;E079;ARQ;AP;;ZONA-1;ANL-PRODUTO;10;228;237;0;NAO_INICIADA
T269;Analise | ARQ | AP | ZONA-1 (8);ATIVIDADE;ANALISE;E079;ARQ;AP;;ZONA-1;ANL-ENGENHARIA;10;228;237;0;NAO_INICIADA
T270;Analise | ARQ | AP | ZONA-2 (7);ATIVIDADE;ANALISE;E080;ARQ;AP;;ZONA-2;ANL-PRODUTO;10;258;267;0;NAO_INICIADA
T271;Analise | ARQ | AP | ZONA-2 (8);ATIVIDADE;ANALISE;E080;ARQ;AP;;ZONA-2;ANL-ENGENHARIA;10;258;267;0;NAO_INICIADA
T272;Analise | ARQ | AP | ZONA-4 (12);ATIVIDADE;ANALISE;E081;ARQ;AP;;ZONA-4;ANL-PRODUTO;10;298;307;0;NAO_INICIADA
T273;Analise | ARQ | AP | ZONA-4 (13);ATIVIDADE;ANALISE;E081;ARQ;AP;;ZONA-4;ANL-ENGENHARIA;10;298;307;0;NAO_INICIADA
T274;Analise | ARQ | AP | ZONA-3 (9);ATIVIDADE;ANALISE;E082;ARQ;AP;;ZONA-3;ANL-PRODUTO;10;283;292;0;NAO_INICIADA
T275;Analise | ARQ | AP | ZONA-3 (10);ATIVIDADE;ANALISE;E082;ARQ;AP;;ZONA-3;ANL-ENGENHARIA;10;283;292;0;NAO_INICIADA
T276;Emissao | GERAL | GERAL (7);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;50;298;347;0;NAO_INICIADA
T277;Emissao | GERAL | GERAL (8);ATIVIDADE;EMISSAO;;GERAL;GERAL;;;ANL-PRODUTO;55;220;274;0;NAO_INICIADA
T278;Emissao | GERAL | GERAL (9);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;166;152;317;0;NAO_INICIADA
T279;Emissao | GERAL | GERAL (10);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;132;42;173;63;EM_ANDAMENTO
T280;Emissao | GERAL | GERAL (11);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;122;75;196;22;EM_ANDAMENTO
T281;Emissao | GERAL | GERAL (12);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;63;75;137;100;CONCLUIDA
T282;Emissao | GERAL | GERAL (13);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;128;105;232;30;EM_ANDAMENTO
T283;Emissao | GERAL | GERAL (14);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;68;176;243;0;NAO_INICIADA
T284;Emissao | GERAL | GERAL (15);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;164;104;267;0;NAO_INICIADA
T285;Emissao | GERAL | GERAL (16);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;76;159;234;0;NAO_INICIADA
T286;Emissao | GERAL | GERAL (17);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;234;76;309;0;NAO_INICIADA
T287;Emissao | GERAL | GERAL (18);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;108;182;289;0;NAO_INICIADA
T288;Emissao | GERAL | GERAL (19);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;700;452;1151;0;NAO_INICIADA
T289;Emissao | GERAL | GERAL (20);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;640;452;1091;0;NAO_INICIADA
T290;Emissao | GERAL | GERAL (21);ATIVIDADE;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;20;452;471;0;NAO_INICIADA
T291;Emissao | GERAL | GERAL (22);ATIVIDADE;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;20;472;491;0;NAO_INICIADA
T292;Emissao | GERAL | GERAL (23);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;100;492;591;0;NAO_INICIADA
T293;Emissao | GERAL | GERAL (24);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;200;592;791;0;NAO_INICIADA
T294;Emissao | GERAL | GERAL (25);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;300;792;1091;0;NAO_INICIADA
T295;Emissao | GERAL | GERAL (26);AGRUPADOR;EMISSAO;;GERAL;GERAL;;;MULTI-DISCIPLINAS;60;1092;1151;0;NAO_INICIADA
